norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,risk
grade,ersiq,320,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,321,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,322,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,323,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,324,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,325,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,326,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,327,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,328,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,329,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,330,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,331,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,332,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,333,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,334,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,335,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,336,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,337,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,338,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,339,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,340,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,341,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,342,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,343,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,344,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,345,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,346,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,347,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,348,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,349,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,350,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,351,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,352,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,353,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,354,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,355,63,58 - 68,57 - 69,1,Significantly Below Average,
grade,ersiq,356,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,357,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,358,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,359,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,360,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,361,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,362,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,363,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,364,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,365,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,366,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,367,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,368,66,61 - 71,60 - 72,1,Significantly Below Average,
grade,ersiq,369,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,370,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,371,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,372,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,373,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,374,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,375,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,376,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,377,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,378,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,379,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,380,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,381,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,382,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,383,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,384,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,385,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,386,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,387,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,388,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,389,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,390,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,391,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,392,69,64 - 74,63 - 75,2,Significantly Below Average,
grade,ersiq,393,74,69 - 79,68 - 80,4,Well Below Average,
grade,ersiq,394,74,69 - 79,68 - 80,4,Well Below Average,
grade,ersiq,395,74,69 - 79,68 - 80,4,Well Below Average,
grade,ersiq,396,74,69 - 79,68 - 80,4,Well Below Average,
grade,ersiq,397,74,69 - 79,68 - 80,4,Well Below Average,
grade,ersiq,398,74,69 - 79,68 - 80,4,Well Below Average,
grade,ersiq,399,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiq,400,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiq,401,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiq,402,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiq,403,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiq,404,75,70 - 80,69 - 81,5,Well Below Average,
grade,ersiq,405,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,406,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,407,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,408,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,409,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,410,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,411,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,412,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,413,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,414,77,72 - 82,71 - 83,6,Well Below Average,
grade,ersiq,415,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiq,416,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiq,417,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiq,418,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiq,419,79,74 - 84,73 - 85,8,Well Below Average,
grade,ersiq,420,80,75 - 85,74 - 86,9,Below Average,
grade,ersiq,421,80,75 - 85,74 - 86,9,Below Average,
grade,ersiq,422,80,75 - 85,74 - 86,9,Below Average,
grade,ersiq,423,80,75 - 85,74 - 86,9,Below Average,
grade,ersiq,424,81,76 - 86,75 - 87,10,Below Average,
grade,ersiq,425,81,76 - 86,75 - 87,10,Below Average,
grade,ersiq,426,81,76 - 86,75 - 87,10,Below Average,
grade,ersiq,427,82,77 - 87,76 - 88,12,Below Average,
grade,ersiq,428,82,77 - 87,76 - 88,12,Below Average,
grade,ersiq,429,82,77 - 87,76 - 88,12,Below Average,
grade,ersiq,430,82,77 - 87,76 - 88,12,Below Average,
grade,ersiq,431,82,77 - 87,76 - 88,12,Below Average,
grade,ersiq,432,82,77 - 87,76 - 88,12,Below Average,
grade,ersiq,433,82,77 - 87,76 - 88,12,Below Average,
grade,ersiq,434,82,77 - 87,76 - 88,12,Below Average,
grade,ersiq,435,82,77 - 87,76 - 88,12,Below Average,
grade,ersiq,436,84,79 - 89,78 - 90,14,Below Average,
grade,ersiq,437,84,79 - 89,78 - 90,14,Below Average,
grade,ersiq,438,85,80 - 90,79 - 91,16,Below Average,
grade,ersiq,439,85,80 - 90,79 - 91,16,Below Average,
grade,ersiq,440,85,80 - 90,79 - 91,16,Below Average,
grade,ersiq,441,85,80 - 90,79 - 91,16,Below Average,
grade,ersiq,442,85,80 - 90,79 - 91,16,Below Average,
grade,ersiq,443,85,80 - 90,79 - 91,16,Below Average,
grade,ersiq,444,85,80 - 90,79 - 91,16,Below Average,
grade,ersiq,445,85,80 - 90,79 - 91,16,Below Average,
grade,ersiq,446,87,82 - 92,81 - 93,19,Below Average,
grade,ersiq,447,87,82 - 92,81 - 93,19,Below Average,
grade,ersiq,448,87,82 - 92,81 - 93,19,Below Average,
grade,ersiq,449,87,82 - 92,81 - 93,19,Below Average,
grade,ersiq,450,88,83 - 93,82 - 94,21,Below Average,
grade,ersiq,451,88,83 - 93,82 - 94,21,Below Average,
grade,ersiq,452,88,83 - 93,82 - 94,21,Below Average,
grade,ersiq,453,88,83 - 93,82 - 94,21,Below Average,
grade,ersiq,454,89,84 - 94,83 - 95,23,Below Average,
grade,ersiq,455,89,84 - 94,83 - 95,23,Below Average,
grade,ersiq,456,89,84 - 94,83 - 95,23,Below Average,
grade,ersiq,457,89,84 - 94,83 - 95,23,Below Average,
grade,ersiq,458,89,84 - 94,83 - 95,23,Below Average,
grade,ersiq,459,89,84 - 94,83 - 95,23,Below Average,
grade,ersiq,460,90,85 - 95,84 - 96,25,Average,
grade,ersiq,461,90,85 - 95,84 - 96,25,Average,
grade,ersiq,462,90,85 - 95,84 - 96,25,Average,
grade,ersiq,463,91,86 - 96,85 - 97,27,Average,
grade,ersiq,464,91,86 - 96,85 - 97,27,Average,
grade,ersiq,465,91,86 - 96,85 - 97,27,Average,
grade,ersiq,466,91,86 - 96,85 - 97,27,Average,
grade,ersiq,467,91,86 - 96,85 - 97,27,Average,
grade,ersiq,468,92,87 - 97,86 - 98,30,Average,
grade,ersiq,469,92,87 - 97,86 - 98,30,Average,
grade,ersiq,470,93,88 - 98,87 - 99,32,Average,
grade,ersiq,471,93,88 - 98,87 - 99,32,Average,
grade,ersiq,472,93,88 - 98,87 - 99,32,Average,
grade,ersiq,473,93,88 - 98,87 - 99,32,Average,
grade,ersiq,474,94,89 - 99,88 - 100,34,Average,
grade,ersiq,475,94,89 - 99,88 - 100,34,Average,
grade,ersiq,476,94,89 - 99,88 - 100,34,Average,
grade,ersiq,477,94,89 - 99,88 - 100,34,Average,
grade,ersiq,478,94,89 - 99,88 - 100,34,Average,
grade,ersiq,479,95,90 - 100,89 - 101,37,Average,
grade,ersiq,480,95,90 - 100,89 - 101,37,Average,
grade,ersiq,481,95,90 - 100,89 - 101,37,Average,
grade,ersiq,482,95,90 - 100,89 - 101,37,Average,
grade,ersiq,483,95,90 - 100,89 - 101,37,Average,
grade,ersiq,484,97,92 - 102,91 - 103,42,Average,
grade,ersiq,485,97,92 - 102,91 - 103,42,Average,
grade,ersiq,486,97,92 - 102,91 - 103,42,Average,
grade,ersiq,487,97,92 - 102,91 - 103,42,Average,
grade,ersiq,488,97,92 - 102,91 - 103,42,Average,
grade,ersiq,489,97,92 - 102,91 - 103,42,Average,
grade,ersiq,490,97,92 - 102,91 - 103,42,Average,
grade,ersiq,491,97,92 - 102,91 - 103,42,Average,
grade,ersiq,492,99,94 - 104,93 - 105,47,Average,
grade,ersiq,493,99,94 - 104,93 - 105,47,Average,
grade,ersiq,494,99,94 - 104,93 - 105,47,Average,
grade,ersiq,495,100,95 - 105,94 - 106,50,Average,
grade,ersiq,496,100,95 - 105,94 - 106,50,Average,
grade,ersiq,497,100,95 - 105,94 - 106,50,Average,
grade,ersiq,498,100,95 - 105,94 - 106,50,Average,
grade,ersiq,499,101,96 - 106,95 - 107,53,Average,
grade,ersiq,500,101,96 - 106,95 - 107,53,Average,
grade,ersiq,501,101,96 - 106,95 - 107,53,Average,
grade,ersiq,502,102,97 - 107,96 - 108,55,Average,
grade,ersiq,503,102,97 - 107,96 - 108,55,Average,
grade,ersiq,504,102,97 - 107,96 - 108,55,Average,
grade,ersiq,505,102,97 - 107,96 - 108,55,Average,
grade,ersiq,506,102,97 - 107,96 - 108,55,Average,
grade,ersiq,507,103,98 - 108,97 - 109,58,Average,
grade,ersiq,508,103,98 - 108,97 - 109,58,Average,
grade,ersiq,509,104,99 - 109,98 - 110,61,Average,
grade,ersiq,510,104,99 - 109,98 - 110,61,Average,
grade,ersiq,511,104,99 - 109,98 - 110,61,Average,
grade,ersiq,512,105,100 - 110,99 - 111,63,Average,
grade,ersiq,513,105,100 - 110,99 - 111,63,Average,
grade,ersiq,514,105,100 - 110,99 - 111,63,Average,
grade,ersiq,515,105,100 - 110,99 - 111,63,Average,
grade,ersiq,516,106,101 - 111,100 - 112,66,Average,
grade,ersiq,517,106,101 - 111,100 - 112,66,Average,
grade,ersiq,518,106,101 - 111,100 - 112,66,Average,
grade,ersiq,519,106,101 - 111,100 - 112,66,Average,
grade,ersiq,520,107,102 - 112,101 - 113,68,Average,
grade,ersiq,521,107,102 - 112,101 - 113,68,Average,
grade,ersiq,522,107,102 - 112,101 - 113,68,Average,
grade,ersiq,523,108,103 - 113,102 - 114,70,Average,
grade,ersiq,524,108,103 - 113,102 - 114,70,Average,
grade,ersiq,525,108,103 - 113,102 - 114,70,Average,
grade,ersiq,526,109,104 - 114,103 - 115,73,Average,
grade,ersiq,527,109,104 - 114,103 - 115,73,Average,
grade,ersiq,528,109,104 - 114,103 - 115,73,Average,
grade,ersiq,529,110,105 - 115,104 - 116,75,Above Average,
grade,ersiq,530,110,105 - 115,104 - 116,75,Above Average,
grade,ersiq,531,110,105 - 115,104 - 116,75,Above Average,
grade,ersiq,532,110,105 - 115,104 - 116,75,Above Average,
grade,ersiq,533,110,105 - 115,104 - 116,75,Above Average,
grade,ersiq,534,111,106 - 116,105 - 117,77,Above Average,
grade,ersiq,535,111,106 - 116,105 - 117,77,Above Average,
grade,ersiq,536,111,106 - 116,105 - 117,77,Above Average,
grade,ersiq,537,111,106 - 116,105 - 117,77,Above Average,
grade,ersiq,538,112,107 - 117,106 - 118,79,Above Average,
grade,ersiq,539,112,107 - 117,106 - 118,79,Above Average,
grade,ersiq,540,112,107 - 117,106 - 118,79,Above Average,
grade,ersiq,541,112,107 - 117,106 - 118,79,Above Average,
grade,ersiq,542,114,109 - 119,108 - 120,82,Above Average,
grade,ersiq,543,114,109 - 119,108 - 120,82,Above Average,
grade,ersiq,544,114,109 - 119,108 - 120,82,Above Average,
grade,ersiq,545,114,109 - 119,108 - 120,82,Above Average,
grade,ersiq,546,114,109 - 119,108 - 120,82,Above Average,
grade,ersiq,547,114,109 - 119,108 - 120,82,Above Average,
grade,ersiq,548,114,109 - 119,108 - 120,82,Above Average,
grade,ersiq,549,116,111 - 121,110 - 122,86,Above Average,
grade,ersiq,550,116,111 - 121,110 - 122,86,Above Average,
grade,ersiq,551,116,111 - 121,110 - 122,86,Above Average,
grade,ersiq,552,117,112 - 122,111 - 123,87,Above Average,
grade,ersiq,553,117,112 - 122,111 - 123,87,Above Average,
grade,ersiq,554,117,112 - 122,111 - 123,87,Above Average,
grade,ersiq,555,118,113 - 123,112 - 124,88,Above Average,
grade,ersiq,556,118,113 - 123,112 - 124,88,Above Average,
grade,ersiq,557,118,113 - 123,112 - 124,88,Above Average,
grade,ersiq,558,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,559,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,560,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,561,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,562,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,563,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,564,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,565,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,566,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,567,119,114 - 124,113 - 125,90,Above Average,
grade,ersiq,568,122,117 - 127,116 - 128,93,Well Above Average,
grade,ersiq,569,122,117 - 127,116 - 128,93,Well Above Average,
grade,ersiq,570,122,117 - 127,116 - 128,93,Well Above Average,
grade,ersiq,571,122,117 - 127,116 - 128,93,Well Above Average,
grade,ersiq,572,123,118 - 128,117 - 129,94,Well Above Average,
grade,ersiq,573,123,118 - 128,117 - 129,94,Well Above Average,
grade,ersiq,574,124,119 - 129,118 - 130,95,Well Above Average,
grade,ersiq,575,124,119 - 129,118 - 130,95,Well Above Average,
grade,ersiq,576,124,119 - 129,118 - 130,95,Well Above Average,
grade,ersiq,577,124,119 - 129,118 - 130,95,Well Above Average,
grade,ersiq,578,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,579,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,580,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,581,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,582,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,583,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,584,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,585,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,586,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,587,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,588,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,589,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,590,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,591,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,592,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,593,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,594,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,595,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,596,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,597,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,598,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,599,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,600,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,601,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,602,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,603,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,604,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,605,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,606,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,607,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,608,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,609,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,610,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,611,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,612,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,613,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,614,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,615,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,616,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,617,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,618,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,619,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,620,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,621,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,622,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,623,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,624,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,625,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,626,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,627,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,628,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,629,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,630,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,631,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,632,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,633,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,634,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,635,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,636,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,637,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,638,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,639,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,640,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,641,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,642,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,643,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,644,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,645,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,646,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,647,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,648,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,649,125,120 - 130,119 - 130,95,Well Above Average,
grade,ersiq,650,125,120 - 130,119 - 130,95,Well Above Average,
grade,eswa,80,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,81,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,82,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,83,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,84,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,85,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,86,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,87,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,88,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,89,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,90,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,91,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,92,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,93,59,52 - 66,51 - 67,0.3,Significantly Below Average,
grade,eswa,94,59,52 - 66,51 - 67,0.3,Significantly Below Average,
