test,agemon_min,agemon_max,raw,ss,CI90,CI95,percentile,age_equiv,desc_range
lske,102,117,7,52,47 - 57,46 - 58,0.1,< start age,Significantly Below Average
lske,102,117,8,53,48 - 58,47 - 59,0.1,< start age,Significantly Below Average
lske,102,117,9,54,49 - 59,48 - 60,0.1,< start age,Significantly Below Average
lske,102,117,10,55,50 - 60,49 - 61,0.1,5:0 to 5:3,Significantly Below Average
lske,102,117,11,56,51 - 61,50 - 62,0.2,5:0 to 5:3,Significantly Below Average
lske,102,117,12,57,52 - 62,51 - 63,0.2,5:0 to 5:3,Significantly Below Average
lske,102,117,13,59,54 - 64,53 - 65,0.3,5:0 to 5:3,Significantly Below Average
lske,102,117,14,60,55 - 65,54 - 66,0.4,5:0 to 5:3,Significantly Below Average
lske,102,117,15,61,56 - 66,55 - 67,0.5,5:4 to 5:7,Significantly Below Average
lske,102,117,16,62,57 - 67,56 - 68,1,5:4 to 5:7,Significantly Below Average
lske,102,117,17,63,58 - 68,57 - 69,1,5:4 to 5:7,Significantly Below Average
lske,102,117,18,64,59 - 69,58 - 70,1,5:8 to 5:11,Significantly Below Average
lske,102,117,19,65,60 - 70,59 - 71,1,5:8 to 5:11,Significantly Below Average
lske,102,117,20,66,61 - 71,60 - 72,1,5:8 to 5:11,Significantly Below Average
lske,102,117,21,67,62 - 72,61 - 73,1,5:8 to 5:11,Significantly Below Average
lske,102,117,22,69,64 - 74,63 - 75,2,6:0 to 6:5,Significantly Below Average
lske,102,117,23,70,65 - 75,64 - 76,2,6:0 to 6:5,Well Below Average
lske,102,117,24,71,66 - 76,65 - 77,3,6:0 to 6:5,Well Below Average
lske,102,117,25,73,68 - 78,67 - 79,4,6:6 to 6:11,Well Below Average
lske,102,117,26,74,69 - 79,68 - 80,4,6:6 to 6:11,Well Below Average
lske,102,117,27,76,71 - 81,70 - 82,5,6:6 to 6:11,Well Below Average
lske,102,117,28,77,72 - 82,71 - 83,6,6:6 to 6:11,Well Below Average
lske,102,117,29,79,74 - 84,73 - 85,8,7:0 to 7:5,Well Below Average
lske,102,117,30,83,78 - 88,77 - 89,13,7:0 to 7:5,Below Average
lske,102,117,31,88,83 - 93,82 - 94,21,7:6 to 7:11,Below Average
lske,102,117,32,93,88 - 98,87 - 99,32,8:0 to 8:5,Average
lske,102,117,33,100,95 - 105,94 - 106,50,8:6 to 9:3,Average
