norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,prob
adult,awm,150,69,60 - 78,58 - 80,2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,151,69,60 - 78,58 - 80,2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,awm,152,71,62 - 80,60 - 82,3,Well Below Average,Very High Probability of Dyslexia
adult,awm,153,71,62 - 80,60 - 82,3,Well Below Average,Very High Probability of Dyslexia
adult,awm,154,71,62 - 80,60 - 82,3,Well Below Average,Very High Probability of Dyslexia
adult,awm,155,71,62 - 80,60 - 82,3,Well Below Average,Very High Probability of Dyslexia
adult,awm,156,73,64 - 82,62 - 84,4,Well Below Average,Very High Probability of Dyslexia
adult,awm,157,73,64 - 82,62 - 84,4,Well Below Average,Very High Probability of Dyslexia
adult,awm,158,73,64 - 82,62 - 84,4,Well Below Average,Very High Probability of Dyslexia
adult,awm,159,76,67 - 85,65 - 87,5,Well Below Average,Very High Probability of Dyslexia
adult,awm,160,76,67 - 85,65 - 87,5,Well Below Average,Very High Probability of Dyslexia
adult,awm,161,77,68 - 86,66 - 88,6,Well Below Average,Very High Probability of Dyslexia
adult,awm,162,78,69 - 87,67 - 89,7,Well Below Average,Very High Probability of Dyslexia
adult,awm,163,79,70 - 88,68 - 90,8,Well Below Average,Very High Probability of Dyslexia
adult,awm,164,79,70 - 88,68 - 90,8,Well Below Average,Very High Probability of Dyslexia
adult,awm,165,80,71 - 89,69 - 91,9,Below Average,High Probability of Dyslexia
adult,awm,166,81,72 - 90,70 - 92,10,Below Average,High Probability of Dyslexia
adult,awm,167,81,72 - 90,70 - 92,10,Below Average,High Probability of Dyslexia
adult,awm,168,81,72 - 90,70 - 92,10,Below Average,High Probability of Dyslexia
adult,awm,169,83,74 - 92,72 - 94,13,Below Average,High Probability of Dyslexia
adult,awm,170,83,74 - 92,72 - 94,13,Below Average,High Probability of Dyslexia
adult,awm,171,84,75 - 93,73 - 95,14,Below Average,High Probability of Dyslexia
adult,awm,172,85,76 - 94,74 - 96,16,Below Average,High Probability of Dyslexia
adult,awm,173,85,76 - 94,74 - 96,16,Below Average,High Probability of Dyslexia
adult,awm,174,86,77 - 95,75 - 97,18,Below Average,High Probability of Dyslexia
adult,awm,175,87,78 - 96,76 - 98,19,Below Average,High Probability of Dyslexia
adult,awm,176,87,78 - 96,76 - 98,19,Below Average,High Probability of Dyslexia
adult,awm,177,88,79 - 97,77 - 99,21,Below Average,High Probability of Dyslexia
adult,awm,178,89,80 - 98,78 - 100,23,Below Average,High Probability of Dyslexia
adult,awm,179,89,80 - 98,78 - 100,23,Below Average,High Probability of Dyslexia
adult,awm,180,90,81 - 99,79 - 101,25,Average,Low to Moderate Probability of Dyslexia
adult,awm,181,91,82 - 100,80 - 102,27,Average,Low to Moderate Probability of Dyslexia
adult,awm,182,91,82 - 100,80 - 102,27,Average,Low to Moderate Probability of Dyslexia
adult,awm,183,92,83 - 101,81 - 103,30,Average,Low to Moderate Probability of Dyslexia
adult,awm,184,93,84 - 102,82 - 104,32,Average,Low to Moderate Probability of Dyslexia
adult,awm,185,93,84 - 102,82 - 104,32,Average,Low to Moderate Probability of Dyslexia
adult,awm,186,94,85 - 103,83 - 105,34,Average,Low to Moderate Probability of Dyslexia
adult,awm,187,94,85 - 103,83 - 105,34,Average,Low to Moderate Probability of Dyslexia
adult,awm,188,95,86 - 104,84 - 106,37,Average,Low to Moderate Probability of Dyslexia
adult,awm,189,96,87 - 105,85 - 107,39,Average,Low to Moderate Probability of Dyslexia
adult,awm,190,96,87 - 105,85 - 107,39,Average,Low to Moderate Probability of Dyslexia
adult,awm,191,97,88 - 106,86 - 108,42,Average,Low to Moderate Probability of Dyslexia
adult,awm,192,97,88 - 106,86 - 108,42,Average,Low to Moderate Probability of Dyslexia
adult,awm,193,98,89 - 107,87 - 109,45,Average,Low to Moderate Probability of Dyslexia
adult,awm,194,99,90 - 108,88 - 110,47,Average,Low to Moderate Probability of Dyslexia
adult,awm,195,99,90 - 108,88 - 110,47,Average,Low to Moderate Probability of Dyslexia
adult,awm,196,100,91 - 109,89 - 111,50,Average,Low to Moderate Probability of Dyslexia
adult,awm,197,100,91 - 109,89 - 111,50,Average,Low to Moderate Probability of Dyslexia
adult,awm,198,101,92 - 110,90 - 112,53,Average,Low to Moderate Probability of Dyslexia
adult,awm,199,102,93 - 111,91 - 113,55,Average,Low to Moderate Probability of Dyslexia
adult,awm,200,102,93 - 111,91 - 113,55,Average,Low to Moderate Probability of Dyslexia
adult,awm,201,103,94 - 112,92 - 114,58,Average,Low to Moderate Probability of Dyslexia
adult,awm,202,103,94 - 112,92 - 114,58,Average,Low to Moderate Probability of Dyslexia
adult,awm,203,103,94 - 112,92 - 114,58,Average,Low to Moderate Probability of Dyslexia
adult,awm,204,104,95 - 113,93 - 115,61,Average,Low to Moderate Probability of Dyslexia
adult,awm,205,105,96 - 114,94 - 116,63,Average,Low to Moderate Probability of Dyslexia
adult,awm,206,106,97 - 115,95 - 117,66,Average,Low to Moderate Probability of Dyslexia
adult,awm,207,106,97 - 115,95 - 117,66,Average,Low to Moderate Probability of Dyslexia
adult,awm,208,107,98 - 116,96 - 118,68,Average,Low to Moderate Probability of Dyslexia
adult,awm,209,107,98 - 116,96 - 118,68,Average,Low to Moderate Probability of Dyslexia
adult,awm,210,108,99 - 117,97 - 119,70,Average,Low to Moderate Probability of Dyslexia
adult,awm,211,108,99 - 117,97 - 119,70,Average,Low to Moderate Probability of Dyslexia
adult,awm,212,109,100 - 118,98 - 120,73,Average,Low to Moderate Probability of Dyslexia
adult,awm,213,109,100 - 118,98 - 120,73,Average,Low to Moderate Probability of Dyslexia
adult,awm,214,110,101 - 119,99 - 121,75,Above Average,Very Low Probability of Dyslexia
adult,awm,215,110,101 - 119,99 - 121,75,Above Average,Very Low Probability of Dyslexia
adult,awm,216,111,102 - 120,100 - 122,77,Above Average,Very Low Probability of Dyslexia
adult,awm,217,112,103 - 121,101 - 123,79,Above Average,Very Low Probability of Dyslexia
adult,awm,218,112,103 - 121,101 - 123,79,Above Average,Very Low Probability of Dyslexia
adult,awm,219,113,104 - 122,102 - 124,81,Above Average,Very Low Probability of Dyslexia
adult,awm,220,113,104 - 122,102 - 124,81,Above Average,Very Low Probability of Dyslexia
adult,awm,221,114,105 - 123,103 - 125,82,Above Average,Very Low Probability of Dyslexia
adult,awm,222,114,105 - 123,103 - 125,82,Above Average,Very Low Probability of Dyslexia
adult,awm,223,115,106 - 124,104 - 126,84,Above Average,Very Low Probability of Dyslexia
adult,awm,224,115,106 - 124,104 - 126,84,Above Average,Very Low Probability of Dyslexia
adult,awm,225,115,106 - 124,104 - 126,84,Above Average,Very Low Probability of Dyslexia
adult,awm,226,115,106 - 124,104 - 126,84,Above Average,Very Low Probability of Dyslexia
adult,awm,227,115,106 - 124,104 - 126,84,Above Average,Very Low Probability of Dyslexia
adult,awm,228,117,108 - 126,106 - 128,87,Above Average,Very Low Probability of Dyslexia
adult,awm,229,118,109 - 127,107 - 129,88,Above Average,Very Low Probability of Dyslexia
adult,awm,230,118,109 - 127,107 - 129,88,Above Average,Very Low Probability of Dyslexia
adult,awm,231,119,110 - 128,108 - 130,90,Above Average,Very Low Probability of Dyslexia
adult,awm,232,119,110 - 128,108 - 130,90,Above Average,Very Low Probability of Dyslexia
adult,awm,233,120,111 - 129,109 - 130,91,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,234,120,111 - 129,109 - 130,91,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,235,121,112 - 130,110 - 130,92,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,236,121,112 - 130,110 - 130,92,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,237,122,113 - 130,111 - 130,93,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,238,122,113 - 130,111 - 130,93,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,239,123,114 - 130,112 - 130,94,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,240,123,114 - 130,112 - 130,94,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,241,123,114 - 130,112 - 130,94,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,242,124,115 - 130,113 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,243,125,116 - 130,114 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,244,125,116 - 130,114 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,245,125,116 - 130,114 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,246,126,117 - 130,115 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,247,126,117 - 130,115 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,248,127,118 - 130,116 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,249,127,118 - 130,116 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,250,128,119 - 130,117 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,251,128,119 - 130,117 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,252,129,120 - 130,118 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,253,129,120 - 130,118 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,254,129,120 - 130,118 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,255,129,120 - 130,118 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,256,129,120 - 130,118 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,257,129,120 - 130,118 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,258,129,120 - 130,118 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,259,129,120 - 130,118 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
adult,awm,260,130,121 - 130,119 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
adult,op,80,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,81,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,82,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,83,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,84,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,85,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,86,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,87,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,88,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,89,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,90,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,91,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,92,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,93,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,94,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,95,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,96,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,97,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,98,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,99,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,100,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,101,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,102,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,103,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,104,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,105,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,106,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,107,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,108,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,109,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,110,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,111,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,112,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,113,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,114,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,115,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,116,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,117,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,118,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,119,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,120,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,121,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,122,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,123,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,124,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,125,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,126,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,127,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,128,62,55 - 69,54 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,129,64,57 - 71,56 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,130,64,57 - 71,56 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,131,64,57 - 71,56 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,132,64,57 - 71,56 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,133,64,57 - 71,56 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,134,64,57 - 71,56 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,135,64,57 - 71,56 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,136,67,60 - 74,59 - 75,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,137,67,60 - 74,59 - 75,1,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,138,68,61 - 75,60 - 76,2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,139,68,61 - 75,60 - 76,2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,140,68,61 - 75,60 - 76,2,Significantly Below Average,Extremely High Probability of Dyslexia
adult,op,141,70,63 - 77,62 - 78,2,Well Below Average,Very High Probability of Dyslexia
adult,op,142,70,63 - 77,62 - 78,2,Well Below Average,Very High Probability of Dyslexia
adult,op,143,70,63 - 77,62 - 78,2,Well Below Average,Very High Probability of Dyslexia
adult,op,144,70,63 - 77,62 - 78,2,Well Below Average,Very High Probability of Dyslexia
adult,op,145,72,65 - 79,64 - 80,3,Well Below Average,Very High Probability of Dyslexia
adult,op,146,72,65 - 79,64 - 80,3,Well Below Average,Very High Probability of Dyslexia
adult,op,147,72,65 - 79,64 - 80,3,Well Below Average,Very High Probability of Dyslexia
adult,op,148,72,65 - 79,64 - 80,3,Well Below Average,Very High Probability of Dyslexia
adult,op,149,72,65 - 79,64 - 80,3,Well Below Average,Very High Probability of Dyslexia
adult,op,150,74,67 - 81,66 - 82,4,Well Below Average,Very High Probability of Dyslexia
adult,op,151,74,67 - 81,66 - 82,4,Well Below Average,Very High Probability of Dyslexia
